base_model,OR,OR_l95,OR_u95
gemma3,1.72077099895973,1.1896086457538861,2.4890982773451262
llama,1.3929125530073803,1.102707289028251,1.759492659230831
mistral,0.3663908834267849,0.279538624784408,0.48022801701122053
phi4,10.680600527827664,4.134723105134507,27.589568813779522
