base_model,OR,OR_l95,OR_u95
gemma3,1.0362413537926738,0.7294301645593582,1.472102739209782
llama,0.7328228063254704,0.5793306218073073,0.9269823573202395
mistral,0.7435956474032518,0.5675345116365866,0.9742746485012451
phi4,1.0611508176302273,0.6706031679398534,1.679146642293069
