condition,barrier_id,diff_pct
zeroshot,1,-0.016666666666669272
zeroshot,2,-0.9333333333333318
zeroshot,3,4.633333333333335
zeroshot,4,-1.1333333333333329
zeroshot,5,3.4333333333333336
zeroshot,6,-1.6833333333333336
zeroshot,7,-3.2833333333333337
zeroshot,8,-1.9500000000000002
zeroshot,9,2.15
zeroshot,10,-0.3166666666666673
zeroshot,11,-0.9000000000000004
