scenario,p_ge3
CONTEXT,0.9817161969032894
ANCHOR_WORD,0.9912616748683898
ANCHOR_EXAMPLE,0.9891571428331712
ANCHOR_NUM_LOW,0.9879391758768121
ANCHOR_NUM_HIGH,0.9913652274453855
