condition,base_model,prob_geq,threshold_k
ZEROSHOT,gemma3,0.04097296132325523,3
CONTEXT,gemma3,0.04097291946032544,3
ZEROSHOT,llama,0.01947827924629919,3
CONTEXT,llama,0.15153610344858104,3
ZEROSHOT,mistral,0.04097287959240514,3
CONTEXT,mistral,0.040972920257801526,3
ZEROSHOT,phi4,0.1186202815396169,3
CONTEXT,phi4,0.04097292004190367,3
