base_model,OR,OR_l95,OR_u95
gemma3,1.7207778731452266,1.1862330307758373,2.4962013465175246
llama,1.3929080152974136,1.1024258512923764,1.7599303724647666
mistral,0.36637337817575305,0.27943154587875946,0.4803661369505976
phi4,10.680774840735046,4.115168668691512,27.721573617722967
