variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
"b_Intercept[gemma3,1]",-5.829229509016672,-5.7904979123979485,1.009607945721477,1.0034610415784502,-7.546192443017221,-4.22017272706866,1.0000361794907604,6791.108010626544,6203.838273127984
"b_Intercept[gemma3,2]",-5.194771910557525,-5.192864010696286,0.9143198282623292,0.9097412812101473,-6.725746090330555,-3.6816022864132973,0.9998767169258784,7073.17993076226,6587.041769973381
"b_Intercept[gemma3,3]",5.559819680501889,5.520031473956502,1.0982697082867479,1.096802537186636,3.804743095072633,7.395733411330747,1.0003651663751636,9316.87222567766,6550.798227973164
"b_Intercept[llama,1]",-3.959521804098407,-3.951263136834066,0.8643705175059724,0.8469468816765939,-5.351974032145344,-2.532269286717227,1.0003165189139398,5880.811620625547,5653.021562034505
"b_Intercept[llama,2]",-2.155041305980481,-2.153638984027194,0.834913314759399,0.8193691442440549,-3.537280094916101,-0.7750152707345906,1.000489878591226,5985.125824430827,5644.659882564038
"b_Intercept[llama,3]",1.077913159067987,1.0826863517253191,0.8401495175695676,0.8347620685394691,-0.2790859794709395,2.4602155465364244,1.0007153357269478,6300.7251928509695,5865.996384733732
"b_Intercept[mistral,1]",-5.859441486237549,-5.828925202107412,1.0479263552117408,1.0390694204714854,-7.610871996218966,-4.187739123162517,1.0000987559382202,6814.892048778331,5171.562690523069
"b_Intercept[mistral,2]",-5.232038309323353,-5.211433594211686,0.9453742139172244,0.9558076026717466,-6.7976444651759556,-3.706557347811368,1.0000507703836052,6953.472077845837,6027.611212392721
"b_Intercept[mistral,3]",5.555931546122846,5.5337367673673725,1.1207740189011473,1.1172345365234961,3.745055494198512,7.451518571257325,1.00106375927166,9054.557932107859,6069.959517339077
"b_Intercept[phi4,1]",-5.453799362401156,-5.433384631769291,1.1292128406641981,1.1248519624512718,-7.355761263945595,-3.664632229013712,1.0012069683057263,8416.060769770611,5826.773910923701
"b_Intercept[phi4,2]",-4.7776637518873235,-4.765460454975873,1.0534052665095421,1.0529101644482641,-6.539154765615652,-3.0937957936384213,1.000300172000003,8318.2129944105909,6067.822096986621
"b_Intercept[phi4,3]",4.255649675675815,4.242173599638912,1.107030362900977,1.1190696070050197,2.4508051197806915,6.085780543802484,1.000642710170341,10271.250788663774,6348.399928309422
b_condition1,0.22513275745208336,0.2215783050222884,0.211400694536172,0.20639164931905007,-0.11885286788185516,0.5795030846620469,1.0008707960570025,6146.245334317161,5623.725176349383
b_base_model1,-0.23945548996701396,-0.24237608519096882,0.851139150217076,0.8603458743116021,-1.6243552794467813,1.1479511013013735,1.000086959030921,7512.271102261135,6226.827988362048
b_base_model2,-0.5651365683578327,-0.5629249461371646,0.8311421136185855,0.82298712910495,-1.92162746008492,0.7930271415350548,1.0006387280543556,6037.218951432231,5705.717708844225
b_base_model3,-0.2620955083703635,-0.25980548901120093,0.8672942316546307,0.8822006244276818,-1.6913075969505922,1.1481016894364855,1.000143922396174,7263.922981641234,6078.398022497131
b_condition1:base_model1,-0.24516686029995963,-0.2381128689635873,0.42112881143465447,0.4136786432284804,-0.9433596505335116,0.4382195837542273,1.000880822574974,7600.824858207111,5218.296836026799
b_condition1:base_model2,-0.822536196180625,-0.8176925121234498,0.23014139470723458,0.22983034291304916,-1.2107785028240017,-0.4488926006603747,1.0007869752768443,6307.855919435729,5558.669698037365
b_condition1:base_model3,-0.23596271605197985,-0.23424489908738627,0.41500612913717205,0.4049556038207745,-0.9176387378816904,0.44908344443230186,1.000516073292117,7144.4505503385335,5554.312957841136
disc,1,1,0,0,1,1,NA,NA,NA
Intercept_1[1],-5.829229509016672,-5.7904979123979485,1.009607945721477,1.0034610415784502,-7.546192443017221,-4.22017272706866,1.0000361794907604,6791.108010626544,6203.838273127984
Intercept_1[2],-5.194771910557525,-5.192864010696286,0.9143198282623292,0.9097412812101473,-6.725746090330555,-3.6816022864132973,0.9998767169258784,7073.17993076226,6587.041769973381
Intercept_1[3],5.559819680501889,5.520031473956502,1.0982697082867479,1.096802537186636,3.804743095072633,7.395733411330747,1.0003651663751636,9316.87222567766,6550.798227973164
