base_model,scenario,OR,CI_low,CI_high,stat,p,p_fdr
mistral,BIAS_WORD,1.3594117635482794,0.4116568720579819,4.4891764678548896,0.5037781811662065,0.9301106040189588,1
mistral,BIAS_EXAMPLE,1.0000057838097347,0.2982905333787964,3.3524750394375284,9.371165489157916e-6,0.9999999999996081,1
mistral,BIAS_NUM_LOW,1.0000060666792665,0.29829126885548335,3.3524686700763766,9.82949863939281e-6,0.999999999999561,1
mistral,BIAS_NUM_HIGH,0.9999687436603684,0.2982799730100274,3.3523453760808803,-5.0643808474115105e-5,0.9999999999771357,1
phi4,BIAS_WORD,0.9999847246069962,0.2982837524837823,3.3524100495607727,-2.47500439318526e-5,0.9999999999958239,1
phi4,BIAS_EXAMPLE,1.0000046233463549,0.29829001359288077,3.3524731004871713,7.49093592015891e-6,0.9999999999998034,1
phi4,BIAS_NUM_LOW,1.000008263156457,0.29829142487011906,3.3524816438039315,1.3388293665149997e-5,0.9999999999990385,1
phi4,BIAS_NUM_HIGH,1.0000023027023786,0.2982933898600429,3.3524195956177727,3.7309794985115705e-6,1,1
