model,formula,fitted,convergence_code,max_gradient,random_intercept_variance,vcov_available,singular_random_effect,valid_inference,warnings,error
pooled_interaction_clmm,rating ~ condition * base_model + model + (1 | variant_id:iteration),TRUE,0,7.793232725816779e-7,2.3525721115491932e-8,TRUE,TRUE,FALSE,,
