base_model,OR,OR_l95,OR_u95
gemma3,0.5199496662631975,0.37235094147498043,0.7260560544745556
llama,1.8569162556697212,1.4673774608176844,2.349864348229126
mistral,0.583517212937548,0.44540198870003234,0.7644607487904982
phi4,1.3217352522183743,0.8151116346594709,2.143245173633924
