variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
"b_Intercept[mistral__LVACMLVDCinterlinkconverter,2]",-0.40627272518668006,-0.40587025562600276,0.16527013370791868,0.1648595915870519,-0.6808521606283796,-0.13667675781660543,1.0005237721613738,9887.021772239113,6837.072846133243
"b_Intercept[phi4__LVACMLVDCinterlinkconverter,1]",-5.197548057012042,-5.098209581367513,0.9031840794472461,0.8773639179957802,-6.860195578516232,-3.9112884788725952,1.0016117746015698,10265.190706938669,5122.242366037241
"b_Intercept[phi4__LVACMLVDCinterlinkconverter,2]",0.3198832518000017,0.3175357875831031,0.16287936323277566,0.16127927613026488,0.05519843265003553,0.587572226997671,1.00004432662005,9481.537139371088,5574.71701194582
"b_Intercept[gemma3__NetworkdesigntoolforDCsolutions,1]",-5.616406848847016,-5.536361544866663,0.8534822052729278,0.8472527067400272,-7.13704928157593,-4.360860979321803,1.000093976635212,9256.071765697181,5559.450446431849
"b_Intercept[gemma3__NetworkdesigntoolforDCsolutions,2]",-1.0049997001709123,-1.0036094040312462,0.1838497823236083,0.18341074296708232,-1.3094030691463838,-0.7023439993355556,1.0001439808616128,10936.659708859315,6526.008862040683
"b_Intercept[llama__NetworkdesigntoolforDCsolutions,1]",-5.4759291744722445,-5.38698371766396,0.8841736083414494,0.8311961598569565,-7.103464704078486,-4.207180609769014,1.0010051742988337,8750.42280647099,4880.7479650910655
"b_Intercept[llama__NetworkdesigntoolforDCsolutions,2]",1.0313284708724757,1.0279004315056,0.18147230412939194,0.17924569906348306,0.7376221576388061,1.3352519250495547,0.9998953996612374,9660.320884280703,6540.1905057681515
"b_Intercept[mistral__NetworkdesigntoolforDCsolutions,1]",-5.267918425883489,-5.185177857419577,0.863752177031286,0.8490285788613008,-6.818712506243192,-4.012187950372184,0.9999557726046828,10914.004590098268,6518.445348662576
"b_Intercept[mistral__NetworkdesigntoolforDCsolutions,2]",-4.586005482249306,-4.533552091800913,0.6609497001105038,0.6386114472710394,-5.744226192947808,-3.5852840148046554,0.9998076529892385,9562.624167093098,6295.080819007907
"b_Intercept[phi4__NetworkdesigntoolforDCsolutions,1]",-5.208664339686115,-5.1167835465876905,0.8957078994602286,0.8695755158955706,-6.822483521388362,-3.917906038591285,1.00171792112633,8386.837702811777,5067.5460804456425
"b_Intercept[phi4__NetworkdesigntoolforDCsolutions,2]",-2.818181053489083,-2.8070422828721266,0.34122085094994253,0.3401965715392817,-3.3990683947414735,-2.2787397001907697,0.9999948160866875,8506.34487863522,4971.594478753067
"b_Intercept[gemma3__ProtectionDCsystemdesigntool,1]",-5.116986582373579,-5.0242484622829675,0.9077755473279038,0.8805737000866135,-6.761689138086877,-3.805614907273314,1.0005570642391945,9270.1596667038,4756.256461855523
"b_Intercept[gemma3__ProtectionDCsystemdesigntool,2]",0.2554092609199294,0.2544153642525302,0.1612786851591682,0.16520403313978302,-0.003690888995109669,0.5156613537065639,1.0010546000673954,8082.275572782666,4155.312663515248
"b_Intercept[llama__ProtectionDCsystemdesigntool,1]",-5.476592330161462,-5.387830383406183,0.8725419523516859,0.8361796638556764,-7.059832540512022,-4.221220732452287,0.999909148840611,9655.139596201587,5199.253562880075
"b_Intercept[llama__ProtectionDCsystemdesigntool,2]",0.8634110755287251,0.8635610180513709,0.17671635779976572,0.17593179882303997,0.5734930138932003,1.1560475733447408,0.9998591703915848,11213.219512400416,6740.380282619588
"b_Intercept[mistral__ProtectionDCsystemdesigntool,1]",-5.187243275077581,-5.094572757111399,0.8940378015029645,0.8490994286592937,-6.801031241160064,-3.9066562156567413,1.0011909749854293,9690.208408824092,5046.682069733481
"b_Intercept[mistral__ProtectionDCsystemdesigntool,2]",0.44899605789671826,0.446762186588209,0.16399478504315232,0.1623649314039604,0.17948574753249597,0.7229726244459985,1.0005807196212917,9828.722126360462,6270.905016474438
"b_Intercept[phi4__ProtectionDCsystemdesigntool,1]",-5.203865337626188,-5.114731898801926,0.8943506666959258,0.8595034374078669,-6.826512249277069,-3.9055615283468654,1.0001868176072197,9597.58129655667,5664.978659964724
"b_Intercept[phi4__ProtectionDCsystemdesigntool,2]",-2.8196968180816917,-2.8057312727283903,0.3423428731617142,0.3394096371594645,-3.3933519393853846,-2.2869495412843577,1.0009112115296481,8383.734606074568,5182.797542707024
"b_Intercept[gemma3__SemiconductorMbasedcircuitbreaker,1]",-5.264501111978073,-5.173649214028453,0.8826613984050627,0.8608219363398055,-6.8625113201577745,-3.982828120341798,1.0009776366543317,11436.422955390539,6491.663535467861
"b_Intercept[gemma3__SemiconductorMbasedcircuitbreaker,2]",-4.574417150344922,-4.530825714335267,0.6640872819940358,0.6606477275406633,-5.748151112596976,-3.5509712597127856,1.0010009909219102,9496.461706769644,6605.439467364229
"b_Intercept[llama__SemiconductorMbasedcircuitbreaker,1]",-3.5260495344134766,-3.4929841369125425,0.4749833671170837,0.469223029056513,-4.342689721588252,-2.807580437028359,1.0002713868279862,13694.758200381073,6500.7208463528395
"b_Intercept[llama__SemiconductorMbasedcircuitbreaker,2]",4.007201761297272,3.9753919637234687,0.5430024787616571,0.5257091462536485,3.1743897333449174,4.959663724405569,0.9997538719937509,12188.493495824958,5707.233981421243
"b_Intercept[mistral__SemiconductorMbasedcircuitbreaker,1]",-5.125171373361102,-5.031898539081478,0.898854100435327,0.8786976774019782,-6.7341003381450575,-3.810439772141045,1.0016764443014425,9868.07680874421,4828.939947542802
"b_Intercept[mistral__SemiconductorMbasedcircuitbreaker,2]",1.967578466038728,1.9598274371086069,0.24093979042414643,0.2447082808735695,1.5875359202989467,2.3793560167606698,1.0016760157305222,9340.940876885696,6141.353085554052
"b_Intercept[phi4__SemiconductorMbasedcircuitbreaker,1]",-5.2020693423597155,-5.111829891323847,0.8705846185673908,0.866741310966506,-6.77717189752214,-3.925792970430509,1.000258153038762,11121.676204577092,5598.314581147089
"b_Intercept[phi4__SemiconductorMbasedcircuitbreaker,2]",-2.706385087955861,-2.6898903826833083,0.3256824944267309,0.32384745164610634,-3.2657045440431287,-2.196352348328884,1.0004209638264014,8270.655471434247,5131.750346115272
"b_Intercept[gemma3__SmartandsustainableDCcables,1]",-5.162684841935883,-5.052785015331889,0.9140654006992007,0.8743597552931177,-6.833856822847699,-3.8524415354202644,1.0004069308760377,9897.183520955252,5059.474460622288
"b_Intercept[gemma3__SmartandsustainableDCcables,2]",-1.721691691588164,-1.716061123829706,0.22530931295084416,0.22193309399489675,-2.106714973893077,-1.356944058608165,1.000279543234467,8310.187535959261,5377.898117159305
"b_Intercept[llama__SmartandsustainableDCcables,1]",-5.533837340414543,-5.448448047009961,0.8625260196572037,0.832667100509734,-7.094915243650541,-4.284194318965463,1.0003934981775793,9729.566075236764,5662.559614206219
"b_Intercept[llama__SmartandsustainableDCcables,2]",0.1807392443117925,0.18187024596846912,0.16458891658281094,0.16133189497276598,-0.0914387067651631,0.45131724225790465,0.9999584260471582,10260.52402298781,6631.904823090588
