contrast,scenario,OR,CI_low,CI_high,z,p
BIAS_WORD - NEU,BIAS_WORD,2.0988193320254163,1.3200330901200619,3.3370698215473977,3.1335734866318052,0.0017269167031904013
BIAS_EXAMPLE - NEU,BIAS_EXAMPLE,1.6887324586605343,1.0425181396876386,2.7355085809711865,2.129201663870868,0.0332375793114678
BIAS_NUM_LOW - NEU,BIAS_NUM_LOW,1.51128915429154,0.9292769401465597,2.4578194176636097,1.664380801716154,0.09603635416921717
BIAS_NUM_HIGH - NEU,BIAS_NUM_HIGH,2.130206081261676,1.3387550740311676,3.38955051350833,3.1910807601907063,0.0014174165392325383
