base_model,OR,OR_l95,OR_u95
gemma3,0.5199599601286041,0.37339397974318594,0.7240565590342068
llama,1.856889737965041,1.4678300609685193,2.3490726826270047
mistral,0.5835284024431107,0.44566167349574315,0.7640446031333707
phi4,1.3218541083947968,0.8154406402731912,2.1427657607239423
