condition,barrier_id,diff_pct
context,1,0.016666666666669272
context,2,0.9333333333333371
context,3,-4.633333333333333
context,4,1.1333333333333364
context,5,-3.4333333333333336
context,6,1.6833333333333327
context,7,3.2833333333333385
context,8,1.9500000000000002
context,9,-2.1499999999999972
context,10,0.31666666666666377
context,11,0.8999999999999995
